farm_id,farm_name,region,county,crop_type,acreage,archetype,archetype_id,ffmi_score,tier,tier_classification,pillar_1_score,pillar_2_score,pillar_3_score,pillar_4_score,pillar_5_score,pillar_6_score,pillar_7_score,pillar_8_score
d829d6f2-c21e-529f-80bb-8a33765065f7,Machakos Mangoes Farm #0241,Eastern Semi-Arid,Machakos,Mangoes,10.94,Transitioning Agribusiness,1,11.76,3,Structured Farm,0.36,0.36,0.52,0.8,0.44,0.4,0.64,0.4
c77cc8bb-6564-5b3f-927a-ef0bd0a437a7,Vihiga Maize Farm #0242,Western Kenya,Vihiga,Maize,6.89,Transitioning Agribusiness,1,12.0,3,Structured Farm,0.32,0.52,0.64,0.64,0.48,0.56,0.64,0.2
386ef9b2-b588-5480-836d-0f0ece223005,Kwale Cassava Farm #0243,Coastal Lowlands,Kwale,Cassava,1.36,Informal Smallholder,0,5.4,2,Emerging Agribusiness,0.12,0.24,0.24,0.56,0.16,0.28,0.12,0.08
bc5cb581-38a9-5aa8-a811-9c557c866c97,Bungoma Cassava Farm #0244,Western Kenya,Bungoma,Cassava,4.49,Transitioning Agribusiness,1,10.68,3,Structured Farm,0.36,0.52,0.36,0.68,0.36,0.56,0.4,0.32
fb17c044-109e-58c7-a050-47bd217a430c,Kwale Fish Farming Farm #0245,Coastal Lowlands,Kwale,Fish Farming,6.15,Transitioning Agribusiness,1,12.72,3,Structured Farm,0.52,0.48,0.6,0.72,0.4,0.56,0.52,0.44
ed2adc50-df1b-5545-9c06-7cb6e4e32dde,Kilifi Cashew Farm #0246,Coastal Lowlands,Kilifi,Cashew,61.68,Commercial Market Leader,2,20.16,5,Future Ready Farm,0.84,0.72,0.96,0.88,0.84,0.8,0.92,0.76
409d6199-7dda-509e-9979-3cb67ae3c690,Bomet Wheat Farm #0247,Rift Valley,Bomet,Wheat,6.7,Transitioning Agribusiness,1,13.08,3,Structured Farm,0.56,0.36,0.68,0.76,0.52,0.56,0.48,0.44
9b487a94-8fe8-5330-a110-820392d6e9bf,Lamu Vegetables Farm #0248,Coastal Lowlands,Lamu,Vegetables,2.34,Informal Smallholder,0,6.24,2,Emerging Agribusiness,0.16,0.28,0.16,0.64,0.12,0.36,0.24,0.12
701d7788-25cd-56da-946f-898f86384c8e,Nandi Horticulture Farm #0249,Rift Valley,Nandi,Horticulture,1.96,Informal Smallholder,0,4.8,5,Future Ready Farm,0.12,0.08,0.36,0.44,0.16,0.32,0.12,0.0
53c3679f-f17c-5d3c-9e2f-cde2dc0eba96,Lamu Vegetables Farm #0250,Coastal Lowlands,Lamu,Vegetables,0.5,Informal Smallholder,0,6.0,2,Emerging Agribusiness,0.16,0.24,0.2,0.68,0.2,0.24,0.16,0.12
7f1e9fe3-9cb3-5b6a-8927-b5e2678d1ce5,Kitui Sorghum Farm #0251,Eastern Semi-Arid,Kitui,Sorghum,5.46,Transitioning Agribusiness,1,12.72,3,Structured Farm,0.48,0.6,0.48,0.8,0.44,0.48,0.64,0.32
eca310a3-ff29-5a55-b339-552827e73cff,Lamu Cashew Farm #0252,Coastal Lowlands,Lamu,Cashew,7.28,Commercial Market Leader,2,20.4,5,Future Ready Farm,0.92,0.76,0.96,0.84,0.92,0.84,0.84,0.72
52fb5962-7e69-5f84-8f75-a122466a9f72,Busia Cassava Farm #0253,Western Kenya,Busia,Cassava,1.96,Informal Smallholder,0,5.28,2,Emerging Agribusiness,0.16,0.2,0.2,0.68,0.04,0.16,0.2,0.12
c3bb0794-91bc-5f6b-9b90-bcc50fdd1f47,Machakos Sorghum Farm #0254,Eastern Semi-Arid,Machakos,Sorghum,0.81,Informal Smallholder,0,7.2,2,Emerging Agribusiness,0.12,0.24,0.44,0.64,0.28,0.28,0.36,0.04
29f37c17-16ac-5079-a9ae-3970177f8b20,Uasin Gishu Tea Farm #0255,Rift Valley,Uasin Gishu,Tea,1.62,Informal Smallholder,0,5.4,2,Emerging Agribusiness,0.16,0.12,0.4,0.52,0.04,0.32,0.16,0.08
6960b77e-0394-521a-8c25-0b1a43186619,Busia Poultry Farm #0256,Western Kenya,Busia,Poultry,5.34,Transitioning Agribusiness,1,11.4,3,Structured Farm,0.52,0.4,0.56,0.64,0.44,0.44,0.36,0.44
e394806b-9d7e-5f4f-8c03-130c46466537,Kilifi Vegetables Farm #0257,Coastal Lowlands,Kilifi,Vegetables,5.25,Transitioning Agribusiness,1,12.96,3,Structured Farm,0.52,0.56,0.52,0.76,0.44,0.56,0.56,0.4
4b4e29ab-c1fa-542f-8122-f41af7e816bf,Kisumu Poultry Farm #0258,Western Kenya,Kisumu,Poultry,1.01,Informal Smallholder,0,5.52,2,Emerging Agribusiness,0.08,0.2,0.32,0.52,0.08,0.36,0.16,0.12
7880f6d1-1da2-5113-b657-8b307ac062d7,Uasin Gishu Wheat Farm #0259,Rift Valley,Uasin Gishu,Wheat,2.91,Informal Smallholder,0,5.28,2,Emerging Agribusiness,0.2,0.24,0.24,0.52,0.08,0.28,0.08,0.12
0b3270d4-ab2e-53aa-8cc0-87b431863abd,Trans Nzoia Wheat Farm #0260,Rift Valley,Trans Nzoia,Wheat,9.67,Transitioning Agribusiness,1,12.0,3,Structured Farm,0.4,0.56,0.6,0.8,0.52,0.36,0.52,0.24
6b137c83-94d9-5d48-9e30-89bda24c077b,Siaya Dairy Farm #0261,Western Kenya,Siaya,Dairy,1.36,Informal Smallholder,0,5.64,2,Emerging Agribusiness,0.28,0.24,0.24,0.48,0.2,0.24,0.16,0.04
4f5afacc-3ec4-5c96-b228-2507aade08c1,Kiambu Macadamia Farm #0262,Central Highlands,Kiambu,Macadamia,6.5,Transitioning Agribusiness,1,12.36,3,Structured Farm,0.48,0.32,0.64,0.68,0.44,0.56,0.52,0.48
c69f40fc-e355-5bfe-b083-52a506926ac1,Kilifi Cashew Farm #0263,Coastal Lowlands,Kilifi,Cashew,2.57,Informal Smallholder,0,5.76,2,Emerging Agribusiness,0.2,0.16,0.36,0.52,0.12,0.36,0.16,0.04
92d12425-b5f3-5636-aa25-40f8e01e957c,Taita Taveta Fish Farming Farm #0264,Coastal Lowlands,Taita Taveta,Fish Farming,2.55,Informal Smallholder,0,4.8,5,Future Ready Farm,0.12,0.2,0.28,0.48,0.08,0.32,0.04,0.08
940f2504-f461-5500-8686-264d5b954feb,Trans Nzoia Dairy Farm #0265,Rift Valley,Trans Nzoia,Dairy,6.74,Commercial Market Leader,2,19.68,4,Investment Ready Farm,0.84,0.76,0.88,0.84,0.8,0.8,0.88,0.76
4b311b83-2b71-5068-9402-b9552ba216f6,Trans Nzoia Wheat Farm #0266,Rift Valley,Trans Nzoia,Wheat,3.73,Informal Smallholder,0,6.48,2,Emerging Agribusiness,0.32,0.24,0.28,0.44,0.16,0.4,0.16,0.16
eff05dec-860f-5967-8213-7426bebda5bc,Bomet Potatoes Farm #0267,Rift Valley,Bomet,Potatoes,4.15,Informal Smallholder,0,5.52,2,Emerging Agribusiness,0.08,0.12,0.32,0.52,0.16,0.36,0.16,0.12
b3c5075b-51d5-54d5-a133-18c884dfac15,Busia Maize Farm #0268,Western Kenya,Busia,Maize,3.45,Informal Smallholder,0,6.0,2,Emerging Agribusiness,0.08,0.32,0.2,0.64,0.2,0.28,0.16,0.12
2ed5fb90-db79-5883-b51c-7bb24d1e7889,Murang'a Coffee Farm #0269,Central Highlands,Murang'a,Coffee,4.34,Informal Smallholder,0,6.6,2,Emerging Agribusiness,0.2,0.36,0.4,0.32,0.16,0.32,0.32,0.12
ba68fa7f-5f35-5011-a91d-045282c8b8bf,Machakos Sorghum Farm #0270,Eastern Semi-Arid,Machakos,Sorghum,1.79,Informal Smallholder,0,6.72,2,Emerging Agribusiness,0.28,0.2,0.28,0.76,0.12,0.32,0.2,0.08
a8e03211-57e0-5cfc-a5d0-78793c47da7c,Lamu Fish Farming Farm #0271,Coastal Lowlands,Lamu,Fish Farming,1.34,Informal Smallholder,0,5.52,2,Emerging Agribusiness,0.2,0.28,0.2,0.52,0.08,0.16,0.28,0.12
a3605e14-9d9e-5c94-9838-cf10bbf1b185,Nandi Dairy Farm #0272,Rift Valley,Nandi,Dairy,3.5,Informal Smallholder,0,5.28,2,Emerging Agribusiness,0.08,0.2,0.24,0.44,0.12,0.2,0.4,0.08
9698e9f8-1ec6-5c75-b810-f165c4c51cec,Kiambu Macadamia Farm #0273,Central Highlands,Kiambu,Macadamia,0.94,Informal Smallholder,0,5.16,2,Emerging Agribusiness,0.2,0.2,0.12,0.52,0.16,0.24,0.24,0.04
8c46b8e9-c48f-51ed-989b-0c09871f3ccc,Lamu Cassava Farm #0274,Coastal Lowlands,Lamu,Cassava,8.25,Transitioning Agribusiness,1,11.88,3,Structured Farm,0.64,0.48,0.36,0.68,0.44,0.56,0.36,0.44
43566b71-1403-5d14-8a0b-b04fee8e8df9,Kitui Sorghum Farm #0275,Eastern Semi-Arid,Kitui,Sorghum,8.07,Transitioning Agribusiness,1,11.64,3,Structured Farm,0.48,0.52,0.44,0.68,0.56,0.52,0.44,0.24
a7e16839-9d12-5ada-9831-98d59a4359b1,Lamu Cashew Farm #0276,Coastal Lowlands,Lamu,Cashew,4.04,Informal Smallholder,0,6.0,2,Emerging Agribusiness,0.08,0.2,0.24,0.64,0.08,0.28,0.36,0.12
b6e5f0f0-93c4-570c-b065-745faebeb97d,Murang'a Tea Farm #0277,Central Highlands,Murang'a,Tea,0.5,Informal Smallholder,0,6.24,2,Emerging Agribusiness,0.24,0.16,0.2,0.6,0.16,0.44,0.16,0.12
1d149bd0-7ebc-5db4-bfd4-98230b2586f3,Makueni Mangoes Farm #0278,Eastern Semi-Arid,Makueni,Mangoes,1.5,Transitioning Agribusiness,1,12.24,3,Structured Farm,0.44,0.56,0.6,0.64,0.48,0.4,0.6,0.36
6d4e672f-6c9c-5b08-976c-241670b24c3a,Busia Dairy Farm #0279,Western Kenya,Busia,Dairy,14.07,Commercial Market Leader,2,20.28,5,Future Ready Farm,0.92,0.84,0.92,0.84,0.84,0.76,0.8,0.84
47a32f35-3408-5e83-adac-f15774ffb695,Tharaka Nithi Cowpeas Farm #0280,Eastern Semi-Arid,Tharaka Nithi,Cowpeas,16.79,Commercial Market Leader,2,20.16,5,Future Ready Farm,0.92,0.76,0.88,0.8,0.8,0.84,0.92,0.8
90288ab7-2d16-5925-9606-9f773d08e7d1,Embu Dairy Farm #0281,Central Highlands,Embu,Dairy,3.92,Informal Smallholder,0,5.16,2,Emerging Agribusiness,0.24,0.12,0.12,0.44,0.04,0.52,0.08,0.16
36ec2546-2ee7-5781-afba-572ac88d8d5f,Kitui Mangoes Farm #0282,Eastern Semi-Arid,Kitui,Mangoes,2.47,Informal Smallholder,0,6.48,2,Emerging Agribusiness,0.24,0.28,0.24,0.72,0.04,0.32,0.2,0.12
05ac455f-0293-5036-abf9-62cd4d8cb163,Bungoma Horticulture Farm #0283,Western Kenya,Bungoma,Horticulture,2.22,Informal Smallholder,0,5.88,2,Emerging Agribusiness,0.24,0.2,0.2,0.56,0.24,0.28,0.16,0.08
00522069-f004-589a-af25-e8612a19b06d,Busia Cassava Farm #0284,Western Kenya,Busia,Cassava,3.01,Informal Smallholder,0,6.84,2,Emerging Agribusiness,0.28,0.24,0.36,0.56,0.2,0.28,0.32,0.04
98d45d9d-ab60-575d-9750-5622dd82dcb5,Tharaka Nithi Sorghum Farm #0285,Eastern Semi-Arid,Tharaka Nithi,Sorghum,6.9,Transitioning Agribusiness,1,11.52,3,Structured Farm,0.4,0.48,0.4,0.72,0.64,0.56,0.32,0.32
315220a1-59ef-5743-b92d-5615811dcab3,Tharaka Nithi Livestock Farm #0286,Eastern Semi-Arid,Tharaka Nithi,Livestock,4.15,Informal Smallholder,0,4.92,5,Future Ready Farm,0.2,0.2,0.16,0.44,0.12,0.28,0.12,0.12
4aa4c9bc-988e-5c75-9b10-32a728daa351,Kwale Cashew Farm #0287,Coastal Lowlands,Kwale,Cashew,1.69,Informal Smallholder,0,5.52,2,Emerging Agribusiness,0.12,0.36,0.24,0.48,0.04,0.44,0.12,0.04
db37a900-52db-5ada-870d-b2f0944e663e,Taita Taveta Cashew Farm #0288,Coastal Lowlands,Taita Taveta,Cashew,1.97,Informal Smallholder,0,5.4,2,Emerging Agribusiness,0.04,0.16,0.2,0.52,0.2,0.32,0.2,0.16
4bbe86c5-1c76-5aeb-bb5b-4d6fb3395e7b,Nandi Potatoes Farm #0289,Rift Valley,Nandi,Potatoes,1.5,Transitioning Agribusiness,1,12.24,3,Structured Farm,0.52,0.52,0.68,0.76,0.48,0.52,0.44,0.16
5fbb762b-94a0-5a3e-b1f3-b208407f8230,Machakos Cowpeas Farm #0290,Eastern Semi-Arid,Machakos,Cowpeas,0.5,Informal Smallholder,0,5.52,2,Emerging Agribusiness,0.12,0.2,0.16,0.52,0.2,0.32,0.28,0.04
f4b92775-3729-595d-9099-dd029f35dc09,Kirinyaga Dairy Farm #0291,Central Highlands,Kirinyaga,Dairy,5.93,Transitioning Agribusiness,1,10.92,3,Structured Farm,0.2,0.44,0.44,0.68,0.52,0.56,0.48,0.32
e6040cee-1500-5c43-8636-f3a5447d3526,Kilifi Cashew Farm #0292,Coastal Lowlands,Kilifi,Cashew,0.5,Informal Smallholder,0,5.88,2,Emerging Agribusiness,0.12,0.24,0.24,0.56,0.2,0.28,0.2,0.12
a70f18ee-9f00-5786-a47e-3561c0ef5a37,Vihiga Sugarcane Farm #0293,Western Kenya,Vihiga,Sugarcane,52.44,Commercial Market Leader,2,19.2,4,Investment Ready Farm,0.84,0.8,0.84,0.88,0.76,0.84,0.76,0.68
71631cd4-b26d-5904-91f6-dd98321976ae,Bomet Dairy Farm #0294,Rift Valley,Bomet,Dairy,2.33,Informal Smallholder,0,6.36,2,Emerging Agribusiness,0.08,0.28,0.24,0.68,0.24,0.24,0.24,0.12
8597c8de-fe48-57e9-88ec-da5b2c09e50d,Kwale Cashew Farm #0295,Coastal Lowlands,Kwale,Cashew,4.56,Transitioning Agribusiness,1,12.36,3,Structured Farm,0.24,0.4,0.68,0.68,0.64,0.64,0.56,0.28
16645bcb-96d6-5788-bac8-118a5ceabf11,Makueni Cowpeas Farm #0296,Eastern Semi-Arid,Makueni,Cowpeas,29.03,Commercial Market Leader,2,20.76,5,Future Ready Farm,0.84,0.88,0.96,0.64,0.88,0.92,0.92,0.88
e6eee381-e205-5d61-b3fc-3f44af871393,Taita Taveta Cashew Farm #0297,Coastal Lowlands,Taita Taveta,Cashew,52.2,Commercial Market Leader,2,19.8,4,Investment Ready Farm,0.76,0.88,0.92,0.8,0.8,0.76,0.8,0.88
e3af7cc8-0808-569c-9809-217e4223d89b,Vihiga Poultry Farm #0298,Western Kenya,Vihiga,Poultry,5.39,Transitioning Agribusiness,1,11.16,3,Structured Farm,0.44,0.6,0.52,0.48,0.4,0.44,0.48,0.36
b7c2971c-ae40-5903-ac07-03ff31a09ca4,Kiambu Horticulture Farm #0299,Central Highlands,Kiambu,Horticulture,1.89,Transitioning Agribusiness,1,12.24,3,Structured Farm,0.44,0.52,0.52,0.64,0.56,0.64,0.56,0.2
3fe7a0e2-75cf-5496-9553-11e08fbb01cd,Kakamega Horticulture Farm #0300,Western Kenya,Kakamega,Horticulture,1.5,Transitioning Agribusiness,1,11.52,3,Structured Farm,0.52,0.48,0.56,0.68,0.4,0.52,0.44,0.24
daaa53b1-ddfa-5ebf-b788-91853e446457,Trans Nzoia Tea Farm #0301,Rift Valley,Trans Nzoia,Tea,3.48,Transitioning Agribusiness,1,12.84,3,Structured Farm,0.44,0.72,0.68,0.72,0.48,0.4,0.56,0.28
e91861a9-02ef-54e2-852f-07746ab5f6f1,Tharaka Nithi Sorghum Farm #0302,Eastern Semi-Arid,Tharaka Nithi,Sorghum,2.2,Informal Smallholder,0,6.24,2,Emerging Agribusiness,0.32,0.2,0.2,0.72,0.28,0.24,0.08,0.04
48e6ebdd-121a-562b-b078-d65316b18849,Kitui Livestock Farm #0303,Eastern Semi-Arid,Kitui,Livestock,13.12,Transitioning Agribusiness,1,11.4,3,Structured Farm,0.48,0.32,0.6,0.64,0.4,0.52,0.48,0.36
2d80bec9-6f45-531c-96f4-e5f8789d9d88,Kiambu Avocado Farm #0304,Central Highlands,Kiambu,Avocado,6.2,Transitioning Agribusiness,1,11.52,3,Structured Farm,0.44,0.4,0.56,0.6,0.56,0.64,0.48,0.16
8b9634b2-6035-515f-b470-71c3e56db02b,Murang'a Horticulture Farm #0305,Central Highlands,Murang'a,Horticulture,22.46,Commercial Market Leader,2,19.92,4,Investment Ready Farm,0.76,0.72,0.88,0.8,0.88,0.96,0.88,0.76
ae907f24-f776-5eb4-8129-c974983718b4,Kilifi Cassava Farm #0306,Coastal Lowlands,Kilifi,Cassava,2.58,Informal Smallholder,0,5.52,2,Emerging Agribusiness,0.12,0.12,0.2,0.64,0.2,0.24,0.28,0.04
14dd0915-d367-5c4a-9ff0-d8009d00ce80,Makueni Pigeon Peas Farm #0307,Eastern Semi-Arid,Makueni,Pigeon Peas,0.5,Informal Smallholder,0,4.92,5,Future Ready Farm,0.12,0.2,0.24,0.4,0.16,0.32,0.16,0.04
30a07758-24e4-5569-a800-6db8f20db113,Tharaka Nithi Green Grams Farm #0308,Eastern Semi-Arid,Tharaka Nithi,Green Grams,1.5,Transitioning Agribusiness,1,12.96,3,Structured Farm,0.56,0.36,0.64,0.84,0.6,0.52,0.56,0.24
b4746351-d91a-5abe-a2cc-71d918151a99,Kisumu Dairy Farm #0309,Western Kenya,Kisumu,Dairy,1.45,Informal Smallholder,0,6.24,2,Emerging Agribusiness,0.32,0.2,0.32,0.56,0.08,0.28,0.24,0.08
ea077e24-32a9-5dbf-809c-def3771e4850,Bomet Maize Farm #0310,Rift Valley,Bomet,Maize,3.37,Informal Smallholder,0,6.96,2,Emerging Agribusiness,0.2,0.24,0.24,0.6,0.2,0.36,0.28,0.2
3bed6ebe-6b17-51c5-9ea1-6857680a6140,Vihiga Maize Farm #0311,Western Kenya,Vihiga,Maize,1.58,Informal Smallholder,0,6.0,2,Emerging Agribusiness,0.24,0.16,0.24,0.48,0.24,0.32,0.16,0.16
600233c2-3265-543e-996e-3fd21020af1d,Vihiga Maize Farm #0312,Western Kenya,Vihiga,Maize,1.45,Informal Smallholder,0,5.04,2,Emerging Agribusiness,0.36,0.16,0.12,0.56,0.04,0.24,0.16,0.04
fc63bede-3019-56f2-8680-5b52ad210d50,Machakos Cowpeas Farm #0313,Eastern Semi-Arid,Machakos,Cowpeas,0.95,Informal Smallholder,0,5.16,2,Emerging Agribusiness,0.28,0.2,0.16,0.52,0.08,0.24,0.12,0.12
f3697a94-6ea6-5f92-bf77-3878d8c011de,Embu Dairy Farm #0314,Central Highlands,Embu,Dairy,5.08,Informal Smallholder,0,6.24,2,Emerging Agribusiness,0.16,0.16,0.24,0.44,0.16,0.48,0.28,0.16
90180040-0985-5ed0-a6af-ca9a6c3cbef3,Nandi Wheat Farm #0315,Rift Valley,Nandi,Wheat,1.99,Informal Smallholder,0,5.88,2,Emerging Agribusiness,0.16,0.16,0.2,0.6,0.24,0.24,0.16,0.2
bcc33b6e-627f-519b-8801-822ed5cc9ce6,Makueni Pigeon Peas Farm #0316,Eastern Semi-Arid,Makueni,Pigeon Peas,0.5,Informal Smallholder,0,5.04,2,Emerging Agribusiness,0.08,0.08,0.24,0.8,0.08,0.2,0.08,0.12
61cbf967-ae55-5fe9-9c6f-277c8a610043,Lamu Vegetables Farm #0317,Coastal Lowlands,Lamu,Vegetables,4.14,Informal Smallholder,0,5.76,2,Emerging Agribusiness,0.12,0.28,0.28,0.48,0.08,0.36,0.28,0.04
e1552303-257d-594c-b136-89f3dfe1d287,Taita Taveta Cashew Farm #0318,Coastal Lowlands,Taita Taveta,Cashew,10.5,Transitioning Agribusiness,1,12.84,3,Structured Farm,0.36,0.56,0.6,0.64,0.64,0.56,0.56,0.36
4670c779-5f2d-5959-84d2-54fe44ab727a,Embu Macadamia Farm #0319,Central Highlands,Embu,Macadamia,2.0,Informal Smallholder,0,5.64,2,Emerging Agribusiness,0.24,0.2,0.2,0.52,0.16,0.32,0.16,0.08
6e7a917c-467f-580b-aad4-13fccf129efc,Nandi Tea Farm #0320,Rift Valley,Nandi,Tea,23.45,Commercial Market Leader,2,19.8,4,Investment Ready Farm,0.84,0.76,0.84,0.84,0.88,0.88,0.76,0.8
c81ec6a3-89fb-525e-b481-b04a4b6d9c7e,Siaya Dairy Farm #0321,Western Kenya,Siaya,Dairy,14.41,Commercial Market Leader,2,20.4,5,Future Ready Farm,0.8,0.76,0.92,0.76,0.92,0.88,0.92,0.84
6c354f75-7805-5b97-89e2-404b4bb7f073,Kwale Fish Farming Farm #0322,Coastal Lowlands,Kwale,Fish Farming,0.71,Informal Smallholder,0,5.04,2,Emerging Agribusiness,0.16,0.08,0.08,0.52,0.24,0.24,0.16,0.2
ff9be028-7130-52cd-8fef-3ad0a1aedd51,Bungoma Cassava Farm #0323,Western Kenya,Bungoma,Cassava,0.5,Informal Smallholder,0,5.28,2,Emerging Agribusiness,0.2,0.12,0.32,0.44,0.08,0.2,0.2,0.2
a594976d-02f9-571c-9b9b-c9773a1f1041,Embu Avocado Farm #0324,Central Highlands,Embu,Avocado,5.7,Transitioning Agribusiness,1,12.12,3,Structured Farm,0.52,0.48,0.56,0.64,0.56,0.44,0.56,0.28
1931ba95-058b-5f3d-8f30-e6e63db47cb5,Meru Tea Farm #0325,Central Highlands,Meru,Tea,2.68,Transitioning Agribusiness,1,12.12,3,Structured Farm,0.6,0.4,0.68,0.72,0.36,0.52,0.48,0.28
ff850ab5-b00c-5ede-ae45-5b2b9866f9a9,Uasin Gishu Tea Farm #0326,Rift Valley,Uasin Gishu,Tea,4.74,Transitioning Agribusiness,1,12.24,3,Structured Farm,0.6,0.44,0.44,0.76,0.48,0.48,0.56,0.32
f2109ffd-b719-5790-866d-ea8d119ff516,Nakuru Horticulture Farm #0327,Rift Valley,Nakuru,Horticulture,7.25,Transitioning Agribusiness,1,12.12,3,Structured Farm,0.32,0.36,0.6,0.8,0.48,0.44,0.64,0.4
c97e372f-fa2b-5e4b-9ab2-0bccca667604,Busia Sugarcane Farm #0328,Western Kenya,Busia,Sugarcane,6.78,Transitioning Agribusiness,1,12.84,3,Structured Farm,0.4,0.56,0.56,0.72,0.36,0.72,0.6,0.36
d7f26643-8755-592f-a6bc-3609cc03f6fa,Kilifi Fish Farming Farm #0329,Coastal Lowlands,Kilifi,Fish Farming,8.76,Transitioning Agribusiness,1,11.28,3,Structured Farm,0.32,0.52,0.52,0.8,0.52,0.36,0.52,0.2
2f644d77-2a9d-5f56-97cc-348595bca40a,Makueni Sorghum Farm #0330,Eastern Semi-Arid,Makueni,Sorghum,0.77,Informal Smallholder,0,7.08,2,Emerging Agribusiness,0.16,0.36,0.28,0.72,0.16,0.28,0.28,0.12
41f9ad7f-4562-5501-aa35-4f021e9c7fba,Makueni Livestock Farm #0331,Eastern Semi-Arid,Makueni,Livestock,2.72,Transitioning Agribusiness,1,11.76,3,Structured Farm,0.48,0.4,0.56,0.56,0.48,0.44,0.56,0.44
4509b4bc-bc8c-55d8-b101-1b109e3cf7e0,Kilifi Coconut Farm #0332,Coastal Lowlands,Kilifi,Coconut,2.17,Informal Smallholder,0,6.36,2,Emerging Agribusiness,0.4,0.2,0.36,0.4,0.08,0.36,0.16,0.16
e2345a51-454f-5a4b-bb0b-b43cbcbe8a33,Bomet Horticulture Farm #0333,Rift Valley,Bomet,Horticulture,9.3,Transitioning Agribusiness,1,11.52,3,Structured Farm,0.52,0.32,0.44,0.68,0.56,0.52,0.56,0.24
fd581aa2-c5c0-5489-96b7-43c620c6f086,Kericho Dairy Farm #0334,Rift Valley,Kericho,Dairy,24.13,Commercial Market Leader,2,19.56,4,Investment Ready Farm,0.8,0.84,0.84,0.8,0.76,0.8,0.88,0.8
01ead88a-3c43-5564-b1b3-db06a6e9d8dc,Embu Avocado Farm #0335,Central Highlands,Embu,Avocado,3.37,Informal Smallholder,0,6.72,2,Emerging Agribusiness,0.28,0.24,0.2,0.52,0.24,0.48,0.24,0.04
7993b49a-a0f1-5391-b0e1-bf4ab2964d6b,Vihiga Dairy Farm #0336,Western Kenya,Vihiga,Dairy,7.64,Transitioning Agribusiness,1,12.12,3,Structured Farm,0.52,0.48,0.56,0.76,0.48,0.48,0.44,0.32
6b224d3d-c1d4-511d-906b-833c15a4738e,Tharaka Nithi Sorghum Farm #0337,Eastern Semi-Arid,Tharaka Nithi,Sorghum,0.5,Informal Smallholder,0,4.8,5,Future Ready Farm,0.16,0.16,0.12,0.48,0.16,0.24,0.2,0.08
327f64ca-2493-568d-a28e-3056fd5f75f0,Kwale Coconut Farm #0338,Coastal Lowlands,Kwale,Coconut,2.24,Transitioning Agribusiness,1,11.88,3,Structured Farm,0.52,0.44,0.48,0.52,0.48,0.56,0.44,0.52
85793c88-f637-5245-87dd-c30a481e2eb4,Machakos Green Grams Farm #0339,Eastern Semi-Arid,Machakos,Green Grams,0.5,Informal Smallholder,0,5.76,2,Emerging Agribusiness,0.08,0.36,0.24,0.64,0.16,0.24,0.12,0.08
1261bcec-c02d-5d6c-83fe-9ded2f2f213f,Vihiga Horticulture Farm #0340,Western Kenya,Vihiga,Horticulture,5.0,Commercial Market Leader,2,19.44,4,Investment Ready Farm,0.68,0.76,0.92,0.84,0.88,0.8,0.88,0.72
95186cad-8bdc-5915-b87b-f5ae322fe552,Trans Nzoia Horticulture Farm #0341,Rift Valley,Trans Nzoia,Horticulture,3.53,Informal Smallholder,0,5.88,2,Emerging Agribusiness,0.16,0.24,0.08,0.6,0.08,0.44,0.32,0.04
d7a2b034-2b4f-5794-a468-87f5b19a8f35,Taita Taveta Vegetables Farm #0342,Coastal Lowlands,Taita Taveta,Vegetables,15.62,Commercial Market Leader,2,19.32,4,Investment Ready Farm,0.8,0.64,0.8,0.76,0.96,0.76,0.92,0.8
7c5399ad-7ddc-5a34-b669-d55d1ac9ade5,Murang'a Coffee Farm #0343,Central Highlands,Murang'a,Coffee,5.42,Transitioning Agribusiness,1,11.64,3,Structured Farm,0.32,0.48,0.72,0.72,0.32,0.52,0.48,0.32
2fed7380-5f76-5c5d-a0de-65ead53128e0,Makueni Mangoes Farm #0344,Eastern Semi-Arid,Makueni,Mangoes,8.46,Transitioning Agribusiness,1,13.2,3,Structured Farm,0.48,0.48,0.52,0.76,0.56,0.64,0.48,0.48
a5d4f55d-0962-5904-a616-58209da024e2,Bomet Potatoes Farm #0345,Rift Valley,Bomet,Potatoes,9.41,Transitioning Agribusiness,1,12.48,3,Structured Farm,0.52,0.6,0.52,0.72,0.48,0.52,0.4,0.4
4e000a97-cd94-5d17-942b-f6034dc685e2,Kitui Mangoes Farm #0346,Eastern Semi-Arid,Kitui,Mangoes,9.69,Transitioning Agribusiness,1,11.76,3,Structured Farm,0.56,0.48,0.6,0.64,0.48,0.52,0.32,0.32
16848e99-bdfc-569d-8abe-41a5a897cfb7,Makueni Mangoes Farm #0347,Eastern Semi-Arid,Makueni,Mangoes,22.55,Commercial Market Leader,2,19.8,4,Investment Ready Farm,0.88,0.84,0.76,0.72,0.84,0.92,0.8,0.84
2663fa75-8d05-50be-94d0-efcb578b70d1,Nakuru Horticulture Farm #0348,Rift Valley,Nakuru,Horticulture,1.67,Informal Smallholder,0,5.16,2,Emerging Agribusiness,0.12,0.16,0.24,0.56,0.12,0.32,0.2,0.0
24b5961f-917b-5d9d-98d8-4f31f03b8bc0,Bomet Horticulture Farm #0349,Rift Valley,Bomet,Horticulture,13.93,Transitioning Agribusiness,1,12.96,3,Structured Farm,0.48,0.56,0.68,0.72,0.56,0.56,0.36,0.4
