farm_id,assessment_id,farm_name,region,county,crop_type,acreage,latitude,longitude,farmer_experience_years,is_coop_member,archetype,archetype_id,ffmi_score,tier,tier_classification,pillar_1_score,pillar_2_score,pillar_3_score,pillar_4_score,pillar_5_score,pillar_6_score,pillar_7_score,pillar_8_score,q_P1.1.1,q_P1.1.2,q_P1.1.3,q_P1.1.4,q_P1.1.5,q_P1.2.1,q_P1.2.2,q_P1.2.3,q_P1.2.4,q_P1.2.5,q_P1.3.1,q_P1.3.2,q_P1.3.3,q_P1.3.4,q_P1.3.5,q_P1.4.1,q_P1.4.2,q_P1.4.3,q_P1.4.4,q_P1.4.5,q_P1.5.1,q_P1.5.2,q_P1.5.3,q_P1.5.4,q_P1.5.5,q_P2.1.1,q_P2.1.2,q_P2.1.3,q_P2.1.4,q_P2.1.5,q_P2.2.1,q_P2.2.2,q_P2.2.3,q_P2.2.4,q_P2.2.5,q_P2.3.1,q_P2.3.2,q_P2.3.3,q_P2.3.4,q_P2.3.5,q_P2.4.1,q_P2.4.2,q_P2.4.3,q_P2.4.4,q_P2.4.5,q_P2.5.1,q_P2.5.2,q_P2.5.3,q_P2.5.4,q_P2.5.5,q_P3.1.1,q_P3.1.2,q_P3.1.3,q_P3.1.4,q_P3.1.5,q_P3.2.1,q_P3.2.2,q_P3.2.3,q_P3.2.4,q_P3.2.5,q_P3.3.1,q_P3.3.2,q_P3.3.3,q_P3.3.4,q_P3.3.5,q_P3.4.1,q_P3.4.2,q_P3.4.3,q_P3.4.4,q_P3.4.5,q_P3.5.1,q_P3.5.2,q_P3.5.3,q_P3.5.4,q_P3.5.5,q_P4.1.1,q_P4.1.2,q_P4.1.3,q_P4.1.4,q_P4.1.5,q_P4.2.1,q_P4.2.2,q_P4.2.3,q_P4.2.4,q_P4.2.5,q_P4.3.1,q_P4.3.2,q_P4.3.3,q_P4.3.4,q_P4.3.5,q_P4.4.1,q_P4.4.2,q_P4.4.3,q_P4.4.4,q_P4.4.5,q_P4.5.1,q_P4.5.2,q_P4.5.3,q_P4.5.4,q_P4.5.5,q_P5.1.1,q_P5.1.2,q_P5.1.3,q_P5.1.4,q_P5.1.5,q_P5.2.1,q_P5.2.2,q_P5.2.3,q_P5.2.4,q_P5.2.5,q_P5.3.1,q_P5.3.2,q_P5.3.3,q_P5.3.4,q_P5.3.5,q_P5.4.1,q_P5.4.2,q_P5.4.3,q_P5.4.4,q_P5.4.5,q_P5.5.1,q_P5.5.2,q_P5.5.3,q_P5.5.4,q_P5.5.5,q_P6.1.1,q_P6.1.2,q_P6.1.3,q_P6.1.4,q_P6.1.5,q_P6.2.1,q_P6.2.2,q_P6.2.3,q_P6.2.4,q_P6.2.5,q_P6.3.1,q_P6.3.2,q_P6.3.3,q_P6.3.4,q_P6.3.5,q_P6.4.1,q_P6.4.2,q_P6.4.3,q_P6.4.4,q_P6.4.5,q_P6.5.1,q_P6.5.2,q_P6.5.3,q_P6.5.4,q_P6.5.5,q_P7.1.1,q_P7.1.2,q_P7.1.3,q_P7.1.4,q_P7.1.5,q_P7.2.1,q_P7.2.2,q_P7.2.3,q_P7.2.4,q_P7.2.5,q_P7.3.1,q_P7.3.2,q_P7.3.3,q_P7.3.4,q_P7.3.5,q_P7.4.1,q_P7.4.2,q_P7.4.3,q_P7.4.4,q_P7.4.5,q_P7.5.1,q_P7.5.2,q_P7.5.3,q_P7.5.4,q_P7.5.5,q_P8.1.1,q_P8.1.2,q_P8.1.3,q_P8.1.4,q_P8.1.5,q_P8.2.1,q_P8.2.2,q_P8.2.3,q_P8.2.4,q_P8.2.5,q_P8.3.1,q_P8.3.2,q_P8.3.3,q_P8.3.4,q_P8.3.5,q_P8.4.1,q_P8.4.2,q_P8.4.3,q_P8.4.4,q_P8.4.5,q_P8.5.1,q_P8.5.2,q_P8.5.3,q_P8.5.4,q_P8.5.5
9a104887-03c8-5c82-b6bc-55fbcf193e63,e9906e48-555f-5c7f-8594-0f8179d46624,Kakamega Dairy Farm #0488,Western Kenya,Kakamega,Dairy,3.62,-0.098432,34.954135,11,True,Informal Smallholder,0,5.16,2,Emerging Agribusiness,0.12,0.16,0.2,0.6,0.12,0.24,0.2,0.08,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0dbf227f-c977-5c80-a962-99fc4705732d,12359ffd-c288-5fbb-8a8f-785bef50c653,Machakos Pigeon Peas Farm #0489,Eastern Semi-Arid,Machakos,Pigeon Peas,9.22,-0.059453,37.854687,12,True,Transitioning Agribusiness,1,11.16,3,Structured Farm,0.36,0.44,0.36,0.56,0.52,0.56,0.48,0.44,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
e1c2619c-d990-55d1-bf60-46d90dec6a0f,d8157d9f-aecd-5d1f-8cbd-822241a466e0,Nakuru Tea Farm #0490,Rift Valley,Nakuru,Tea,1.97,-0.145412,35.824135,22,True,Transitioning Agribusiness,1,13.44,3,Structured Farm,0.64,0.52,0.44,0.72,0.64,0.56,0.56,0.4,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0
7eb7bbe7-122d-53e2-87fe-ab937037c61c,9edab985-5236-5670-958f-d59382e4f708,Taita Taveta Cashew Farm #0491,Coastal Lowlands,Taita Taveta,Cashew,12.26,-2.108114,39.985432,13,True,Transitioning Agribusiness,1,12.0,3,Structured Farm,0.52,0.36,0.4,0.64,0.56,0.68,0.44,0.4,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0
c566d35b-7b60-5227-a60b-19622a947ba2,cbc47b86-961d-5f7d-a19c-359b7cce8f5b,Vihiga Poultry Farm #0492,Western Kenya,Vihiga,Poultry,2.21,-0.478931,35.162928,17,True,Transitioning Agribusiness,1,12.24,3,Structured Farm,0.6,0.44,0.68,0.56,0.32,0.64,0.44,0.4,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0
5110914a-d10f-5d62-b5f3-72afd1f97299,5cee9a42-6943-511f-b488-dd7b5838e8b8,Taita Taveta Cashew Farm #0493,Coastal Lowlands,Taita Taveta,Cashew,4.93,-2.356019,38.553257,9,True,Transitioning Agribusiness,1,12.96,3,Structured Farm,0.52,0.44,0.64,0.72,0.52,0.68,0.44,0.36,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
5e5f447e-9ded-578c-a50a-68c04c4d263c,96c01ca4-6865-5236-902d-e7ef186760fc,Siaya Cassava Farm #0494,Western Kenya,Siaya,Cassava,2.47,0.437648,34.865702,13,True,Informal Smallholder,0,5.52,2,Emerging Agribusiness,0.32,0.32,0.16,0.44,0.12,0.2,0.24,0.04,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72d5abbb-009e-575e-b902-daa44b9f70e4,6c369163-6c18-575c-b09c-551eebf87404,Taita Taveta Fish Farming Farm #0495,Coastal Lowlands,Taita Taveta,Fish Farming,8.89,-4.057159,40.481184,14,True,Transitioning Agribusiness,1,11.04,3,Structured Farm,0.44,0.44,0.52,0.6,0.44,0.52,0.4,0.32,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1
501f0bf7-c805-5831-8639-f0ed66aecaf8,2c022ba4-6f34-5983-a6b3-1b80d0652b29,Kitui Livestock Farm #0496,Eastern Semi-Arid,Kitui,Livestock,6.48,-1.743963,37.573051,14,True,Transitioning Agribusiness,1,11.88,3,Structured Farm,0.4,0.44,0.64,0.6,0.56,0.52,0.32,0.48,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0
b3925f45-7819-5b11-b568-2f3f56cbcadb,15addf9e-bfa1-53e2-86f9-a6ccd5ce9cf8,Embu Horticulture Farm #0497,Central Highlands,Embu,Horticulture,4.09,-0.794528,36.695657,5,False,Informal Smallholder,0,5.88,2,Emerging Agribusiness,0.2,0.16,0.28,0.6,0.24,0.12,0.16,0.2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
d98be75c-3e2d-591c-a56f-46f27eb40e82,9c084cf0-8fcb-547c-947c-23de43fa2a68,Tharaka Nithi Green Grams Farm #0498,Eastern Semi-Arid,Tharaka Nithi,Green Grams,5.75,-1.935731,38.249677,10,True,Transitioning Agribusiness,1,11.52,3,Structured Farm,0.56,0.32,0.44,0.68,0.52,0.48,0.52,0.32,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
5948643b-6e1e-536b-8dd4-d37555601d31,d0afd98e-c153-517d-9f38-55c524bd7bb1,Kwale Cashew Farm #0499,Coastal Lowlands,Kwale,Cashew,2.51,-4.090483,38.720253,8,False,Informal Smallholder,0,6.24,2,Emerging Agribusiness,0.32,0.16,0.24,0.64,0.24,0.2,0.16,0.12,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5d213b3f-806b-57d7-ac51-ba11e74a4e52,68d5b6c0-83b8-5cd7-b823-a1574840e29f,Kericho Wheat Farm #0500,Rift Valley,Kericho,Wheat,6.41,1.257626,36.485579,17,True,Transitioning Agribusiness,1,10.92,3,Structured Farm,0.6,0.4,0.36,0.64,0.32,0.56,0.36,0.4,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
763d0300-3489-590b-a962-9c510176a35a,d1667dcf-127f-532f-874a-0e87304f58db,Kericho Maize Farm #0501,Rift Valley,Kericho,Maize,5.87,0.157045,35.000397,21,False,Transitioning Agribusiness,1,11.16,3,Structured Farm,0.44,0.56,0.52,0.52,0.48,0.48,0.32,0.4,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0
af1689c4-8674-5194-9469-348d51e7df0f,989cedcb-4adb-5b05-8de2-04030eef3dab,Meru Horticulture Farm #0502,Central Highlands,Meru,Horticulture,9.18,-0.39507,36.820454,23,True,Commercial Market Leader,2,20.88,5,Future Ready Farm,0.88,0.84,0.84,0.88,0.8,0.92,1.0,0.8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
cff2e7f0-3b92-53cf-8238-8d91742a6262,c9a7db0a-dad3-5d8c-a31d-9174dbef97f1,Busia Horticulture Farm #0503,Western Kenya,Busia,Horticulture,18.99,1.083362,34.990326,16,True,Commercial Market Leader,2,19.92,4,Investment Ready Farm,0.88,0.76,0.88,0.8,0.8,0.84,0.88,0.8,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
f3d84e34-6fd4-519f-85b2-cd2274b3dc49,a53d4bb6-f709-50b6-b77d-26c18c67a565,Kisumu Maize Farm #0504,Western Kenya,Kisumu,Maize,6.64,0.381129,34.278948,9,False,Transitioning Agribusiness,1,11.04,3,Structured Farm,0.68,0.44,0.56,0.44,0.48,0.48,0.36,0.24,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
6a0ecc08-4069-5d21-9f04-76d830aa50aa,df720c78-c98a-5779-8994-ca99032af635,Busia Cassava Farm #0505,Western Kenya,Busia,Cassava,7.8,0.336006,34.342652,13,True,Transitioning Agribusiness,1,12.72,3,Structured Farm,0.48,0.48,0.6,0.8,0.48,0.48,0.48,0.44,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0
e14c07f0-51a6-5df6-8070-e1e8dba2eb8d,4be9f3c5-8593-568a-a1a5-1f1e6d7c5814,Taita Taveta Vegetables Farm #0506,Coastal Lowlands,Taita Taveta,Vegetables,11.88,-3.105283,38.75216,9,True,Transitioning Agribusiness,1,11.76,3,Structured Farm,0.52,0.36,0.56,0.76,0.48,0.56,0.4,0.28,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
b2af5f71-5443-530b-b163-0672e5cd7a4b,6cd9fd16-afa7-5052-b06f-df050143d3fb,Murang'a Horticulture Farm #0507,Central Highlands,Murang'a,Horticulture,2.18,-0.616181,37.452799,20,False,Informal Smallholder,0,6.96,2,Emerging Agribusiness,0.24,0.12,0.44,0.6,0.16,0.36,0.32,0.08,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74459781-ac05-50db-8318-4fc94ed68d52,24e22419-74d6-5381-9178-8192ccd44637,Bungoma Poultry Farm #0508,Western Kenya,Bungoma,Poultry,7.92,-0.233448,35.02066,13,True,Transitioning Agribusiness,1,12.12,3,Structured Farm,0.4,0.44,0.56,0.72,0.56,0.56,0.44,0.36,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
