farm_id,farm_name,region,crop_type,acreage,log_acreage,ffmi_score,tier,tier_classification,pillar_1_smart_farming,pillar_2_renewable_energy,pillar_3_food_safety,pillar_4_climate_resilience,pillar_5_business_performance,pillar_6_human_capital,pillar_7_market_access,pillar_8_investment_readiness,priority_gap_depth,pillar_variance,climate_shock_index,market_volatility_index,historical_delta_ffmi,previous_ffmi_score,vulnerability_score,risk_label,risk_category
0743abea-9ee6-5380-9b77-b7a24b6523c5,Kwale Cassava Farm #0235,Coastal Lowlands,Cassava,12.93,2.634,19.8,4,Investment Ready Farm,0.68,0.88,0.92,0.76,0.88,0.8,0.96,0.72,0.68,0.0937,0.4461,0.4499,3.7419,16.0581,0.2522,0,Low Risk
4ae36f3e-0533-58b8-b566-bb277f022c75,Nyeri Coffee Farm #0236,Central Highlands,Coffee,3.26,1.4493,12.0,3,Structured Farm,0.36,0.68,0.52,0.8,0.4,0.4,0.44,0.4,0.36,0.1483,0.0977,0.2625,4.1825,7.8175,0.3195,1,Medium Risk
7af32a6e-405d-5a69-93b0-ff5774ac71ab,Kwale Fish Farming Farm #0237,Coastal Lowlands,Fish Farming,2.25,1.1787,5.16,2,Emerging Agribusiness,0.04,0.16,0.36,0.4,0.24,0.24,0.12,0.16,0.04,0.113,0.5307,0.3465,1.8013,3.3587,0.6137,2,High Risk
343f8120-2d77-58f9-9d8d-50b2dcd79b6c,Trans Nzoia Tea Farm #0238,Rift Valley,Tea,2.5,1.2528,11.16,3,Structured Farm,0.4,0.28,0.64,0.8,0.28,0.6,0.44,0.28,0.28,0.1832,0.5076,0.3179,3.7973,7.3627,0.452,1,Medium Risk
8310e16f-8f7c-50a0-ac11-fa4b4c17437e,Kakamega Dairy Farm #0239,Western Kenya,Dairy,3.58,1.5217,4.92,5,Future Ready Farm,0.16,0.08,0.16,0.48,0.28,0.16,0.24,0.08,0.08,0.1224,0.3196,0.5919,0.7971,4.1229,0.6465,2,High Risk
79221b52-2669-5631-810e-68ef3fe3b42b,Nyeri Tea Farm #0240,Central Highlands,Tea,1.23,0.802,4.92,5,Future Ready Farm,0.24,0.2,0.24,0.48,0.2,0.08,0.16,0.04,0.04,0.124,0.1562,0.362,-0.3752,5.2952,0.5742,2,High Risk
d829d6f2-c21e-529f-80bb-8a33765065f7,Machakos Mangoes Farm #0241,Eastern Semi-Arid,Mangoes,10.94,2.4799,11.76,3,Structured Farm,0.36,0.36,0.52,0.8,0.44,0.4,0.64,0.4,0.36,0.1466,0.7208,0.689,2.6407,9.1193,0.5205,1,Medium Risk
c77cc8bb-6564-5b3f-927a-ef0bd0a437a7,Vihiga Maize Farm #0242,Western Kenya,Maize,6.89,2.0656,12.0,3,Structured Farm,0.32,0.52,0.64,0.64,0.48,0.56,0.64,0.2,0.2,0.1523,0.4738,0.2316,0.7414,11.2586,0.4655,2,High Risk
386ef9b2-b588-5480-836d-0f0ece223005,Kwale Cassava Farm #0243,Coastal Lowlands,Cassava,1.36,0.8587,5.4,2,Emerging Agribusiness,0.12,0.24,0.24,0.56,0.16,0.28,0.12,0.08,0.08,0.1427,0.6368,0.2833,-0.3688,5.7688,0.6833,2,High Risk
bc5cb581-38a9-5aa8-a811-9c557c866c97,Bungoma Cassava Farm #0244,Western Kenya,Cassava,4.49,1.7029,10.68,3,Structured Farm,0.36,0.52,0.36,0.68,0.36,0.56,0.4,0.32,0.32,0.1191,0.5452,0.5534,4.4856,6.1944,0.4588,1,Medium Risk
fb17c044-109e-58c7-a050-47bd217a430c,Kwale Fish Farming Farm #0245,Coastal Lowlands,Fish Farming,6.15,1.9671,12.72,3,Structured Farm,0.52,0.48,0.6,0.72,0.4,0.56,0.52,0.44,0.4,0.0933,0.3712,0.452,3.679,9.041,0.452,1,Medium Risk
ed2adc50-df1b-5545-9c06-7cb6e4e32dde,Kilifi Cashew Farm #0246,Coastal Lowlands,Cashew,61.68,4.138,20.16,5,Future Ready Farm,0.84,0.72,0.96,0.88,0.84,0.8,0.92,0.76,0.72,0.0748,0.6191,0.4516,4.5769,15.5831,0.1841,0,Low Risk
409d6199-7dda-509e-9979-3cb67ae3c690,Bomet Wheat Farm #0247,Rift Valley,Wheat,6.7,2.0412,13.08,3,Structured Farm,0.56,0.36,0.68,0.76,0.52,0.56,0.48,0.44,0.36,0.1199,0.3079,0.4787,1.7424,11.3376,0.4474,1,Medium Risk
9b487a94-8fe8-5330-a110-820392d6e9bf,Lamu Vegetables Farm #0248,Coastal Lowlands,Vegetables,2.34,1.206,6.24,2,Emerging Agribusiness,0.16,0.28,0.16,0.64,0.12,0.36,0.24,0.12,0.12,0.1637,0.4295,0.4718,1.4618,4.7782,0.5445,2,High Risk
701d7788-25cd-56da-946f-898f86384c8e,Nandi Horticulture Farm #0249,Rift Valley,Horticulture,1.96,1.0852,4.8,5,Future Ready Farm,0.12,0.08,0.36,0.44,0.16,0.32,0.12,0.0,0.0,0.1442,0.0972,0.2826,-0.9297,5.7297,0.5542,2,High Risk
53c3679f-f17c-5d3c-9e2f-cde2dc0eba96,Lamu Vegetables Farm #0250,Coastal Lowlands,Vegetables,0.5,0.4055,6.0,2,Emerging Agribusiness,0.16,0.24,0.2,0.68,0.2,0.24,0.16,0.12,0.12,0.167,0.5534,0.3435,0.3929,5.6071,0.61,2,High Risk
7f1e9fe3-9cb3-5b6a-8927-b5e2678d1ce5,Kitui Sorghum Farm #0251,Eastern Semi-Arid,Sorghum,5.46,1.8656,12.72,3,Structured Farm,0.48,0.6,0.48,0.8,0.44,0.48,0.64,0.32,0.32,0.1367,0.7741,0.7039,1.6515,11.0685,0.5688,1,Medium Risk
eca310a3-ff29-5a55-b339-552827e73cff,Lamu Cashew Farm #0252,Coastal Lowlands,Cashew,7.28,2.1138,20.4,5,Future Ready Farm,0.92,0.76,0.96,0.84,0.92,0.84,0.84,0.72,0.72,0.0768,0.533,0.4775,4.3278,16.0722,0.2949,0,Low Risk
52fb5962-7e69-5f84-8f75-a122466a9f72,Busia Cassava Farm #0253,Western Kenya,Cassava,1.96,1.0852,5.28,2,Emerging Agribusiness,0.16,0.2,0.2,0.68,0.04,0.16,0.2,0.12,0.04,0.1811,0.2886,0.3903,0.5328,4.7472,0.5972,2,High Risk
c3bb0794-91bc-5f6b-9b90-bcc50fdd1f47,Machakos Sorghum Farm #0254,Eastern Semi-Arid,Sorghum,0.81,0.5933,7.2,2,Emerging Agribusiness,0.12,0.24,0.44,0.64,0.28,0.28,0.36,0.04,0.04,0.1744,0.687,0.7103,-0.959,8.159,0.6726,2,High Risk
29f37c17-16ac-5079-a9ae-3970177f8b20,Uasin Gishu Tea Farm #0255,Rift Valley,Tea,1.62,0.9632,5.4,2,Emerging Agribusiness,0.16,0.12,0.4,0.52,0.04,0.32,0.16,0.08,0.04,0.1587,0.2611,0.362,-1.0295,6.4295,0.6195,2,High Risk
6960b77e-0394-521a-8c25-0b1a43186619,Busia Poultry Farm #0256,Western Kenya,Poultry,5.34,1.8469,11.4,3,Structured Farm,0.52,0.4,0.56,0.64,0.44,0.44,0.36,0.44,0.36,0.0859,0.3516,0.2251,2.5675,8.8325,0.4955,1,Medium Risk
e394806b-9d7e-5f4f-8c03-130c46466537,Kilifi Vegetables Farm #0257,Coastal Lowlands,Vegetables,5.25,1.8326,12.96,3,Structured Farm,0.52,0.56,0.52,0.76,0.44,0.56,0.56,0.4,0.4,0.1,0.7149,0.3951,0.9574,12.0026,0.4687,1,Medium Risk
4b4e29ab-c1fa-542f-8122-f41af7e816bf,Kisumu Poultry Farm #0258,Western Kenya,Poultry,1.01,0.6981,5.52,2,Emerging Agribusiness,0.08,0.2,0.32,0.52,0.08,0.36,0.16,0.12,0.08,0.1466,0.196,0.2777,-0.5881,6.1081,0.5535,2,High Risk
7880f6d1-1da2-5113-b657-8b307ac062d7,Uasin Gishu Wheat Farm #0259,Rift Valley,Wheat,2.91,1.3635,5.28,2,Emerging Agribusiness,0.2,0.24,0.24,0.52,0.08,0.28,0.08,0.12,0.08,0.1342,0.4279,0.428,0.8569,4.4231,0.6953,2,High Risk
0b3270d4-ab2e-53aa-8cc0-87b431863abd,Trans Nzoia Wheat Farm #0260,Rift Valley,Wheat,9.67,2.3674,12.0,3,Structured Farm,0.4,0.56,0.6,0.8,0.52,0.36,0.52,0.24,0.24,0.1587,0.2047,0.3818,4.0087,7.9913,0.3675,2,High Risk
6b137c83-94d9-5d48-9e30-89bda24c077b,Siaya Dairy Farm #0261,Western Kenya,Dairy,1.36,0.8587,5.64,2,Emerging Agribusiness,0.28,0.24,0.24,0.48,0.2,0.24,0.16,0.04,0.04,0.1157,0.559,0.2828,-0.9309,6.5709,0.6732,2,High Risk
4f5afacc-3ec4-5c96-b228-2507aade08c1,Kiambu Macadamia Farm #0262,Central Highlands,Macadamia,6.5,2.0149,12.36,3,Structured Farm,0.48,0.32,0.64,0.68,0.44,0.56,0.52,0.48,0.32,0.1067,0.276,0.4274,1.682,10.678,0.4747,1,Medium Risk
c69f40fc-e355-5bfe-b083-52a506926ac1,Kilifi Cashew Farm #0263,Coastal Lowlands,Cashew,2.57,1.2726,5.76,2,Emerging Agribusiness,0.2,0.16,0.36,0.52,0.12,0.36,0.16,0.04,0.04,0.1483,0.5418,0.5331,0.104,5.656,0.681,2,High Risk
92d12425-b5f3-5636-aa25-40f8e01e957c,Taita Taveta Fish Farming Farm #0264,Coastal Lowlands,Fish Farming,2.55,1.2669,4.8,5,Future Ready Farm,0.12,0.2,0.28,0.48,0.08,0.32,0.04,0.08,0.04,0.1414,0.4427,0.3538,-0.5797,5.3797,0.6633,2,High Risk
940f2504-f461-5500-8686-264d5b954feb,Trans Nzoia Dairy Farm #0265,Rift Valley,Dairy,6.74,2.0464,19.68,4,Investment Ready Farm,0.84,0.76,0.88,0.84,0.8,0.8,0.88,0.76,0.76,0.0447,0.3809,0.1781,3.4404,16.2396,0.2821,0,Low Risk
4b311b83-2b71-5068-9402-b9552ba216f6,Trans Nzoia Wheat Farm #0266,Rift Valley,Wheat,3.73,1.5539,6.48,2,Emerging Agribusiness,0.32,0.24,0.28,0.44,0.16,0.4,0.16,0.16,0.16,0.1034,0.3347,0.3866,-0.7427,7.2227,0.5403,2,High Risk
eff05dec-860f-5967-8213-7426bebda5bc,Bomet Potatoes Farm #0267,Rift Valley,Potatoes,4.15,1.639,5.52,2,Emerging Agribusiness,0.08,0.12,0.32,0.52,0.16,0.36,0.16,0.12,0.08,0.1439,0.1167,0.3506,0.5808,4.9392,0.5431,2,High Risk
b3c5075b-51d5-54d5-a133-18c884dfac15,Busia Maize Farm #0268,Western Kenya,Maize,3.45,1.4929,6.0,2,Emerging Agribusiness,0.08,0.32,0.2,0.64,0.2,0.28,0.16,0.12,0.08,0.1646,0.2683,0.2548,-0.3706,6.3706,0.5826,2,High Risk
2ed5fb90-db79-5883-b51c-7bb24d1e7889,Murang'a Coffee Farm #0269,Central Highlands,Coffee,4.34,1.6752,6.6,2,Emerging Agribusiness,0.2,0.36,0.4,0.32,0.16,0.32,0.32,0.12,0.12,0.0947,0.1791,0.1639,0.4888,6.1112,0.5567,2,High Risk
ba68fa7f-5f35-5011-a91d-045282c8b8bf,Machakos Sorghum Farm #0270,Eastern Semi-Arid,Sorghum,1.79,1.026,6.72,2,Emerging Agribusiness,0.28,0.2,0.28,0.76,0.12,0.32,0.2,0.08,0.08,0.197,0.7727,0.5861,-1.4264,8.1464,0.656,2,High Risk
a8e03211-57e0-5cfc-a5d0-78793c47da7c,Lamu Fish Farming Farm #0271,Coastal Lowlands,Fish Farming,1.34,0.8502,5.52,2,Emerging Agribusiness,0.2,0.28,0.2,0.52,0.08,0.16,0.28,0.12,0.08,0.1277,0.5265,0.4025,1.4002,4.1198,0.6573,2,High Risk
a3605e14-9d9e-5c94-9838-cf10bbf1b185,Nandi Dairy Farm #0272,Rift Valley,Dairy,3.5,1.5041,5.28,2,Emerging Agribusiness,0.08,0.2,0.24,0.44,0.12,0.2,0.4,0.08,0.08,0.1281,0.4031,0.4876,0.559,4.721,0.6632,2,High Risk
9698e9f8-1ec6-5c75-b810-f165c4c51cec,Kiambu Macadamia Farm #0273,Central Highlands,Macadamia,0.94,0.6627,5.16,2,Emerging Agribusiness,0.2,0.2,0.12,0.52,0.16,0.24,0.24,0.04,0.04,0.1311,0.1871,0.1953,1.0137,4.1463,0.6313,2,High Risk
8c46b8e9-c48f-51ed-989b-0c09871f3ccc,Lamu Cassava Farm #0274,Coastal Lowlands,Cassava,8.25,2.2246,11.88,3,Structured Farm,0.64,0.48,0.36,0.68,0.44,0.56,0.36,0.44,0.36,0.113,0.6591,0.601,1.5739,10.3061,0.5376,1,Medium Risk
43566b71-1403-5d14-8a0b-b04fee8e8df9,Kitui Sorghum Farm #0275,Eastern Semi-Arid,Sorghum,8.07,2.205,11.64,3,Structured Farm,0.48,0.52,0.44,0.68,0.56,0.52,0.44,0.24,0.24,0.1174,0.5454,0.3632,1.6726,9.9674,0.5905,2,High Risk
a7e16839-9d12-5ada-9831-98d59a4359b1,Lamu Cashew Farm #0276,Coastal Lowlands,Cashew,4.04,1.6174,6.0,2,Emerging Agribusiness,0.08,0.2,0.24,0.64,0.08,0.28,0.36,0.12,0.08,0.1741,0.37,0.4743,-0.9299,6.9299,0.6705,2,High Risk
b6e5f0f0-93c4-570c-b065-745faebeb97d,Murang'a Tea Farm #0277,Central Highlands,Tea,0.5,0.4055,6.24,2,Emerging Agribusiness,0.24,0.16,0.2,0.6,0.16,0.44,0.16,0.12,0.12,0.1587,0.05,0.0912,0.1325,6.1075,0.5284,2,High Risk
1d149bd0-7ebc-5db4-bfd4-98230b2586f3,Makueni Mangoes Farm #0278,Eastern Semi-Arid,Mangoes,1.5,0.9163,12.24,3,Structured Farm,0.44,0.56,0.6,0.64,0.48,0.4,0.6,0.36,0.36,0.0975,0.6614,0.5341,2.4572,9.7828,0.5363,1,Medium Risk
6d4e672f-6c9c-5b08-976c-241670b24c3a,Busia Dairy Farm #0279,Western Kenya,Dairy,14.07,2.7127,20.28,5,Future Ready Farm,0.92,0.84,0.92,0.84,0.84,0.76,0.8,0.84,0.76,0.0507,0.4283,0.4764,1.9592,18.3208,0.2926,0,Low Risk
47a32f35-3408-5e83-adac-f15774ffb695,Tharaka Nithi Cowpeas Farm #0280,Eastern Semi-Arid,Cowpeas,16.79,2.8786,20.16,5,Future Ready Farm,0.92,0.76,0.88,0.8,0.8,0.84,0.92,0.8,0.76,0.0566,0.8047,0.4515,1.1396,19.0204,0.3356,0,Low Risk
90288ab7-2d16-5925-9606-9f773d08e7d1,Embu Dairy Farm #0281,Central Highlands,Dairy,3.92,1.5933,5.16,2,Emerging Agribusiness,0.24,0.12,0.12,0.44,0.04,0.52,0.08,0.16,0.04,0.1636,0.1346,0.2476,0.3359,4.8241,0.6751,2,High Risk
36ec2546-2ee7-5781-afba-572ac88d8d5f,Kitui Mangoes Farm #0282,Eastern Semi-Arid,Mangoes,2.47,1.2442,6.48,2,Emerging Agribusiness,0.24,0.28,0.24,0.72,0.04,0.32,0.2,0.12,0.04,0.1895,0.6784,0.3233,-0.6864,7.1664,0.6894,2,High Risk
05ac455f-0293-5036-abf9-62cd4d8cb163,Bungoma Horticulture Farm #0283,Western Kenya,Horticulture,2.22,1.1694,5.88,2,Emerging Agribusiness,0.24,0.2,0.2,0.56,0.24,0.28,0.16,0.08,0.08,0.1318,0.3647,0.4497,0.3668,5.5132,0.5337,2,High Risk
00522069-f004-589a-af25-e8612a19b06d,Busia Cassava Farm #0284,Western Kenya,Cassava,3.01,1.3888,6.84,2,Emerging Agribusiness,0.28,0.24,0.36,0.56,0.2,0.28,0.32,0.04,0.04,0.1377,0.3926,0.4773,-0.6646,7.5046,0.6009,2,High Risk
98d45d9d-ab60-575d-9750-5622dd82dcb5,Tharaka Nithi Sorghum Farm #0285,Eastern Semi-Arid,Sorghum,6.9,2.0669,11.52,3,Structured Farm,0.4,0.48,0.4,0.72,0.64,0.56,0.32,0.32,0.32,0.1386,0.6156,0.52,2.9466,8.5734,0.4834,1,Medium Risk
315220a1-59ef-5743-b92d-5615811dcab3,Tharaka Nithi Livestock Farm #0286,Eastern Semi-Arid,Livestock,4.15,1.639,4.92,5,Future Ready Farm,0.2,0.2,0.16,0.44,0.12,0.28,0.12,0.12,0.12,0.1028,0.5901,0.5016,1.3813,3.5387,0.6875,2,High Risk
4aa4c9bc-988e-5c75-9b10-32a728daa351,Kwale Cashew Farm #0287,Coastal Lowlands,Cashew,1.69,0.9895,5.52,2,Emerging Agribusiness,0.12,0.36,0.24,0.48,0.04,0.44,0.12,0.04,0.04,0.1658,0.5581,0.6265,-0.976,6.496,0.7729,2,High Risk
db37a900-52db-5ada-870d-b2f0944e663e,Taita Taveta Cashew Farm #0288,Coastal Lowlands,Cashew,1.97,1.0886,5.4,2,Emerging Agribusiness,0.04,0.16,0.2,0.52,0.2,0.32,0.2,0.16,0.04,0.1326,0.6436,0.6349,0.2144,5.1856,0.7265,2,High Risk
4bbe86c5-1c76-5aeb-bb5b-4d6fb3395e7b,Nandi Potatoes Farm #0289,Rift Valley,Potatoes,1.5,0.9163,12.24,3,Structured Farm,0.52,0.52,0.68,0.76,0.48,0.52,0.44,0.16,0.16,0.1658,0.248,0.3898,0.9992,11.2408,0.4712,2,High Risk
5fbb762b-94a0-5a3e-b1f3-b208407f8230,Machakos Cowpeas Farm #0290,Eastern Semi-Arid,Cowpeas,0.5,0.4055,5.52,2,Emerging Agribusiness,0.12,0.2,0.16,0.52,0.2,0.32,0.28,0.04,0.04,0.1367,0.6128,0.612,0.6681,4.8519,0.6777,2,High Risk
f4b92775-3729-595d-9099-dd029f35dc09,Kirinyaga Dairy Farm #0291,Central Highlands,Dairy,5.93,1.9359,10.92,3,Structured Farm,0.2,0.44,0.44,0.68,0.52,0.56,0.48,0.32,0.2,0.137,0.2653,0.4794,1.2433,9.6767,0.5148,2,High Risk
e6040cee-1500-5c43-8636-f3a5447d3526,Kilifi Cashew Farm #0292,Coastal Lowlands,Cashew,0.5,0.4055,5.88,2,Emerging Agribusiness,0.12,0.24,0.24,0.56,0.2,0.28,0.2,0.12,0.12,0.1303,0.5914,0.4951,-1.3526,7.2326,0.678,2,High Risk
a70f18ee-9f00-5786-a47e-3561c0ef5a37,Vihiga Sugarcane Farm #0293,Western Kenya,Sugarcane,52.44,3.9786,19.2,4,Investment Ready Farm,0.84,0.8,0.84,0.88,0.76,0.84,0.76,0.68,0.68,0.06,0.4253,0.3447,3.2332,15.9668,0.2913,0,Low Risk
71631cd4-b26d-5904-91f6-dd98321976ae,Bomet Dairy Farm #0294,Rift Valley,Dairy,2.33,1.203,6.36,2,Emerging Agribusiness,0.08,0.28,0.24,0.68,0.24,0.24,0.24,0.12,0.08,0.1696,0.3722,0.287,1.4819,4.8781,0.5743,2,High Risk
8597c8de-fe48-57e9-88ec-da5b2c09e50d,Kwale Cashew Farm #0295,Coastal Lowlands,Cashew,4.56,1.7156,12.36,3,Structured Farm,0.24,0.4,0.68,0.68,0.64,0.64,0.56,0.28,0.24,0.1702,0.5889,0.4192,1.1512,11.2088,0.4944,2,High Risk
16645bcb-96d6-5788-bac8-118a5ceabf11,Makueni Cowpeas Farm #0296,Eastern Semi-Arid,Cowpeas,29.03,3.4022,20.76,5,Future Ready Farm,0.84,0.88,0.96,0.64,0.88,0.92,0.92,0.88,0.64,0.0915,0.7048,0.5075,4.7783,15.9817,0.3522,0,Low Risk
e6eee381-e205-5d61-b3fc-3f44af871393,Taita Taveta Cashew Farm #0297,Coastal Lowlands,Cashew,52.2,3.9741,19.8,4,Investment Ready Farm,0.76,0.88,0.92,0.8,0.8,0.76,0.8,0.88,0.76,0.0563,0.7112,0.3208,1.5181,18.2819,0.3827,1,Medium Risk
e3af7cc8-0808-569c-9809-217e4223d89b,Vihiga Poultry Farm #0298,Western Kenya,Poultry,5.39,1.8547,11.16,3,Structured Farm,0.44,0.6,0.52,0.48,0.4,0.44,0.48,0.36,0.36,0.0691,0.05,0.4986,3.1524,8.0076,0.397,1,Medium Risk
b7c2971c-ae40-5903-ac07-03ff31a09ca4,Kiambu Horticulture Farm #0299,Central Highlands,Horticulture,1.89,1.0613,12.24,3,Structured Farm,0.44,0.52,0.52,0.64,0.56,0.64,0.56,0.2,0.2,0.1323,0.3019,0.3856,1.8524,10.3876,0.4638,2,High Risk
3fe7a0e2-75cf-5496-9553-11e08fbb01cd,Kakamega Horticulture Farm #0300,Western Kenya,Horticulture,1.5,0.9163,11.52,3,Structured Farm,0.52,0.48,0.56,0.68,0.4,0.52,0.44,0.24,0.24,0.12,0.4222,0.5808,3.835,7.685,0.4423,2,High Risk
daaa53b1-ddfa-5ebf-b788-91853e446457,Trans Nzoia Tea Farm #0301,Rift Valley,Tea,3.48,1.4996,12.84,3,Structured Farm,0.44,0.72,0.68,0.72,0.48,0.4,0.56,0.28,0.28,0.1522,0.221,0.4223,1.288,11.552,0.3963,1,Medium Risk
e91861a9-02ef-54e2-852f-07746ab5f6f1,Tharaka Nithi Sorghum Farm #0302,Eastern Semi-Arid,Sorghum,2.2,1.1632,6.24,2,Emerging Agribusiness,0.32,0.2,0.2,0.72,0.28,0.24,0.08,0.04,0.04,0.1949,0.6197,0.6646,1.9818,4.2582,0.7285,2,High Risk
48e6ebdd-121a-562b-b078-d65316b18849,Kitui Livestock Farm #0303,Eastern Semi-Arid,Livestock,13.12,2.6476,11.4,3,Structured Farm,0.48,0.32,0.6,0.64,0.4,0.52,0.48,0.36,0.32,0.1048,0.7334,0.3573,2.0365,9.3635,0.5506,1,Medium Risk
2d80bec9-6f45-531c-96f4-e5f8789d9d88,Kiambu Avocado Farm #0304,Central Highlands,Avocado,6.2,1.9741,11.52,3,Structured Farm,0.44,0.4,0.56,0.6,0.56,0.64,0.48,0.16,0.16,0.1428,0.1657,0.1315,1.6261,9.8939,0.4781,2,High Risk
8b9634b2-6035-515f-b470-71c3e56db02b,Murang'a Horticulture Farm #0305,Central Highlands,Horticulture,22.46,3.1553,19.92,4,Investment Ready Farm,0.76,0.72,0.88,0.8,0.88,0.96,0.88,0.76,0.72,0.0768,0.156,0.3932,1.7154,18.2046,0.205,0,Low Risk
ae907f24-f776-5eb4-8129-c974983718b4,Kilifi Cassava Farm #0306,Coastal Lowlands,Cassava,2.58,1.2754,5.52,2,Emerging Agribusiness,0.12,0.12,0.2,0.64,0.2,0.24,0.28,0.04,0.04,0.1706,0.4027,0.5188,-0.2397,5.7597,0.6798,2,High Risk
14dd0915-d367-5c4a-9ff0-d8009d00ce80,Makueni Pigeon Peas Farm #0307,Eastern Semi-Arid,Pigeon Peas,0.5,0.4055,4.92,5,Future Ready Farm,0.12,0.2,0.24,0.4,0.16,0.32,0.16,0.04,0.04,0.1067,0.6221,0.5419,0.7678,4.1522,0.6812,2,High Risk
30a07758-24e4-5569-a800-6db8f20db113,Tharaka Nithi Green Grams Farm #0308,Eastern Semi-Arid,Green Grams,1.5,0.9163,12.96,3,Structured Farm,0.56,0.36,0.64,0.84,0.6,0.52,0.56,0.24,0.24,0.1685,0.671,0.5014,2.9319,10.0281,0.5229,2,High Risk
b4746351-d91a-5abe-a2cc-71d918151a99,Kisumu Dairy Farm #0309,Western Kenya,Dairy,1.45,0.8961,6.24,2,Emerging Agribusiness,0.32,0.2,0.32,0.56,0.08,0.28,0.24,0.08,0.08,0.1442,0.3618,0.4611,1.2954,4.9446,0.648,2,High Risk
ea077e24-32a9-5dbf-809c-def3771e4850,Bomet Maize Farm #0310,Rift Valley,Maize,3.37,1.4748,6.96,2,Emerging Agribusiness,0.2,0.24,0.24,0.6,0.2,0.36,0.28,0.2,0.2,0.1277,0.3278,0.3589,-0.7039,7.6639,0.5869,2,High Risk
3bed6ebe-6b17-51c5-9ea1-6857680a6140,Vihiga Maize Farm #0311,Western Kenya,Maize,1.58,0.9478,6.0,2,Emerging Agribusiness,0.24,0.16,0.24,0.48,0.24,0.32,0.16,0.16,0.16,0.1015,0.3316,0.5324,0.6436,5.3564,0.6017,2,High Risk
600233c2-3265-543e-996e-3fd21020af1d,Vihiga Maize Farm #0312,Western Kenya,Maize,1.45,0.8961,5.04,2,Emerging Agribusiness,0.36,0.16,0.12,0.56,0.04,0.24,0.16,0.04,0.04,0.1646,0.5841,0.4198,-0.542,5.582,0.77,2,High Risk
fc63bede-3019-56f2-8680-5b52ad210d50,Machakos Cowpeas Farm #0313,Eastern Semi-Arid,Cowpeas,0.95,0.6678,5.16,2,Emerging Agribusiness,0.28,0.2,0.16,0.52,0.08,0.24,0.12,0.12,0.08,0.1311,0.5699,0.499,-0.7643,5.9243,0.6596,2,High Risk
f3697a94-6ea6-5f92-bf77-3878d8c011de,Embu Dairy Farm #0314,Central Highlands,Dairy,5.08,1.805,6.24,2,Emerging Agribusiness,0.16,0.16,0.24,0.44,0.16,0.48,0.28,0.16,0.16,0.1233,0.5247,0.4577,1.8689,4.3711,0.6451,2,High Risk
90180040-0985-5ed0-a6af-ca9a6c3cbef3,Nandi Wheat Farm #0315,Rift Valley,Wheat,1.99,1.0953,5.88,2,Emerging Agribusiness,0.16,0.16,0.2,0.6,0.24,0.24,0.16,0.2,0.16,0.1377,0.1902,0.3687,0.8906,4.9894,0.5292,2,High Risk
bcc33b6e-627f-519b-8801-822ed5cc9ce6,Makueni Pigeon Peas Farm #0316,Eastern Semi-Arid,Pigeon Peas,0.5,0.4055,5.04,2,Emerging Agribusiness,0.08,0.08,0.24,0.8,0.08,0.2,0.08,0.12,0.08,0.2304,0.7661,0.4427,1.2834,3.7566,0.688,2,High Risk
61cbf967-ae55-5fe9-9c6f-277c8a610043,Lamu Vegetables Farm #0317,Coastal Lowlands,Vegetables,4.14,1.6371,5.76,2,Emerging Agribusiness,0.12,0.28,0.28,0.48,0.08,0.36,0.28,0.04,0.04,0.14,0.8235,0.3921,1.7326,4.0274,0.6916,2,High Risk
e1552303-257d-594c-b136-89f3dfe1d287,Taita Taveta Cashew Farm #0318,Coastal Lowlands,Cashew,10.5,2.4423,12.84,3,Structured Farm,0.36,0.56,0.6,0.64,0.64,0.56,0.56,0.36,0.36,0.1057,0.3313,0.2542,2.5561,10.2839,0.3892,1,Medium Risk
4670c779-5f2d-5959-84d2-54fe44ab727a,Embu Macadamia Farm #0319,Central Highlands,Macadamia,2.0,1.0986,5.64,2,Emerging Agribusiness,0.24,0.2,0.2,0.52,0.16,0.32,0.16,0.08,0.08,0.1256,0.3026,0.3595,-0.4205,6.0605,0.5753,2,High Risk
6e7a917c-467f-580b-aad4-13fccf129efc,Nandi Tea Farm #0320,Rift Valley,Tea,23.45,3.1966,19.8,4,Investment Ready Farm,0.84,0.76,0.84,0.84,0.88,0.88,0.76,0.8,0.76,0.0444,0.3282,0.177,1.5584,18.2416,0.2369,0,Low Risk
c81ec6a3-89fb-525e-b481-b04a4b6d9c7e,Siaya Dairy Farm #0321,Western Kenya,Dairy,14.41,2.735,20.4,5,Future Ready Farm,0.8,0.76,0.92,0.76,0.92,0.88,0.92,0.84,0.76,0.0656,0.1441,0.5118,3.4039,16.9961,0.2594,0,Low Risk
6c354f75-7805-5b97-89e2-404b4bb7f073,Kwale Fish Farming Farm #0322,Coastal Lowlands,Fish Farming,0.71,0.5365,5.04,2,Emerging Agribusiness,0.16,0.08,0.08,0.52,0.24,0.24,0.16,0.2,0.08,0.1308,0.616,0.5077,-0.0489,5.0889,0.6131,2,High Risk
ff9be028-7130-52cd-8fef-3ad0a1aedd51,Bungoma Cassava Farm #0323,Western Kenya,Cassava,0.5,0.4055,5.28,2,Emerging Agribusiness,0.2,0.12,0.32,0.44,0.08,0.2,0.2,0.2,0.08,0.1058,0.3097,0.5191,0.5868,4.6932,0.6122,2,High Risk
